Country,EdLevel,YearsExperience,DevType,AnualSalary
Germany,Less than a Bachelor’s,7.0,"Engineer, data",86478.0
Germany,Master’s degree,3.0,"Engineer, data",75132.0
Germany,Bachelor’s degree,7.0,"Engineer, data",77831.0
Germany,Bachelor’s degree,7.0,"Engineer, data",66156.0
Germany,Master’s degree,10.0,"Engineer, data",81074.0
Germany,Master’s degree,6.0,"Engineer, data",64860.0
Germany,Master’s degree,5.0,"Engineer, data",75669.0
Germany,Less than a Bachelor’s,5.0,"Engineer, data",56211.0
Germany,Master’s degree,3.0,"Engineer, data",61616.0
Germany,Bachelor’s degree,8.0,"Engineer, data",36324.0
Germany,Master’s degree,11.0,"Engineer, data",72426.0
Germany,Master’s degree,9.0,"Engineer, data",72426.0
Germany,Postgraduate,6.0,"Engineer, data",70264.0
Germany,Bachelor’s degree,3.0,"Engineer, data",33732.0
Germany,Master’s degree,8.0,"Engineer, data",80424.0
Germany,Bachelor’s degree,2.0,"Engineer, data",77831.0
Germany,Bachelor’s degree,2.0,"Engineer, data",61616.0
Germany,Postgraduate,8.0,"Engineer, data",62697.0
Germany,Master’s degree,5.0,"Engineer, data",75669.0
Germany,Postgraduate,30.0,"Engineer, data",65940.0
Germany,Less than a Bachelor’s,5.0,"Engineer, data",62697.0
Germany,Master’s degree,8.0,"Engineer, data",75669.0
Germany,Bachelor’s degree,5.0,"Engineer, data",91883.0
Germany,Bachelor’s degree,0.5,"Engineer, data",50266.0
Turkey,Bachelor’s degree,3.0,"Engineer, data",21696.0
Turkey,Bachelor’s degree,14.0,"Engineer, data",13812.0
Turkey,Bachelor’s degree,5.0,"Engineer, data",29580.0
Turkey,Bachelor’s degree,1.0,"Engineer, data",9864.0
Turkey,Master’s degree,4.0,"Engineer, data",29580.0
Turkey,Bachelor’s degree,4.0,"Engineer, data",19728.0
Turkey,Bachelor’s degree,4.0,"Engineer, data",31560.0
Canada,Master’s degree,6.0,"Engineer, data",68068.0
Canada,Bachelor’s degree,9.0,"Engineer, data",79413.0
Canada,Less than a Bachelor’s,3.0,"Engineer, data",84329.0
Canada,Postgraduate,5.0,"Engineer, data",98321.0
Canada,Master’s degree,5.0,"Engineer, data",71850.0
Canada,Bachelor’s degree,4.0,"Engineer, data",90758.0
Canada,Master’s degree,5.0,"Engineer, data",64287.0
Canada,Master’s degree,3.0,"Engineer, data",70337.0
Canada,Bachelor’s degree,19.0,"Engineer, data",102102.0
Canada,Bachelor’s degree,5.0,"Engineer, data",83194.0
Canada,Bachelor’s degree,4.0,"Engineer, data",60505.0
Canada,Master’s degree,8.0,"Engineer, data",98321.0
Canada,Bachelor’s degree,7.0,"Engineer, data",91514.0
Canada,Postgraduate,3.0,"Engineer, data",68068.0
Canada,Bachelor’s degree,11.0,"Engineer, data",64287.0
Canada,Postgraduate,8.0,"Engineer, data",94539.0
Canada,Master’s degree,10.0,"Engineer, data",58992.0
Canada,Bachelor’s degree,10.0,"Engineer, data",68068.0
Canada,Bachelor’s degree,1.0,"Engineer, data",42354.0
Canada,Bachelor’s degree,0.5,"Engineer, data",73362.0
Canada,Master’s degree,10.0,"Engineer, data",114960.0
Canada,Postgraduate,21.0,"Engineer, data",98321.0
Canada,Bachelor’s degree,20.0,"Engineer, data",128573.0
Canada,Master’s degree,4.0,"Engineer, data",91514.0
Canada,Bachelor’s degree,3.0,"Engineer, data",79413.0
Canada,Master’s degree,3.0,"Engineer, data",72606.0
Canada,Bachelor’s degree,6.0,"Engineer, data",104371.0
Canada,Bachelor’s degree,25.0,"Engineer, data",105884.0
Canada,Bachelor’s degree,7.0,"Engineer, data",113447.0
Canada,Bachelor’s degree,6.0,"Engineer, data",69581.0
Canada,Less than a Bachelor’s,7.0,"Engineer, data",60505.0
Canada,Bachelor’s degree,3.0,"Engineer, data",53698.0
Canada,Bachelor’s degree,4.0,"Engineer, data",105884.0
Canada,Bachelor’s degree,2.0,"Engineer, data",49160.0
Canada,Postgraduate,1.0,"Engineer, data",77900.0
Canada,Bachelor’s degree,4.0,"Engineer, data",64287.0
Canada,Less than a Bachelor’s,25.0,"Engineer, data",68068.0
Canada,Postgraduate,6.0,"Engineer, data",121010.0
Canada,Bachelor’s degree,3.0,"Engineer, data",62018.0
Canada,Master’s degree,5.0,"Engineer, data",68068.0
Canada,Master’s degree,5.0,"Engineer, data",102102.0
Canada,Master’s degree,8.0,"Engineer, data",131598.0
Canada,Master’s degree,8.0,"Engineer, data",86976.0
France,Master’s degree,2.0,"Engineer, data",38915.0
France,Master’s degree,5.0,"Engineer, data",36753.0
France,Master’s degree,12.0,"Engineer, data",76750.0
France,Master’s degree,4.0,"Engineer, data",45401.0
France,Master’s degree,6.0,"Engineer, data",50806.0
France,Master’s degree,8.0,"Engineer, data",81074.0
France,Master’s degree,3.0,"Engineer, data",67021.0
France,Master’s degree,5.0,"Engineer, data",51887.0
France,Master’s degree,0.5,"Engineer, data",25944.0
France,Postgraduate,8.0,"Engineer, data",73507.0
France,Bachelor’s degree,26.0,"Engineer, data",38915.0
France,Bachelor’s degree,1.0,"Engineer, data",19452.0
France,Master’s degree,3.0,"Engineer, data",37834.0
France,Postgraduate,27.0,"Engineer, data",86478.0
France,Master’s degree,9.0,"Engineer, data",70264.0
France,Master’s degree,15.0,"Engineer, data",70264.0
France,Postgraduate,4.0,"Engineer, data",36972.0
France,Master’s degree,6.0,"Engineer, data",37834.0
France,Master’s degree,2.0,"Engineer, data",43239.0
France,Bachelor’s degree,8.0,"Engineer, data",64859.0
France,Master’s degree,10.0,"Engineer, data",75669.0
France,Postgraduate,15.0,"Engineer, data",67452.0
France,Master’s degree,1.0,"Engineer, data",35672.0
France,Master’s degree,1.0,"Engineer, data",31128.0
France,Master’s degree,3.0,"Engineer, data",43239.0
France,Master’s degree,6.0,"Engineer, data",24384.0
France,Master’s degree,2.0,"Engineer, data",45401.0
France,Master’s degree,2.0,"Engineer, data",25944.0
France,Master’s degree,4.0,"Engineer, data",37834.0
France,Less than a Bachelor’s,20.0,"Engineer, data",48644.0
France,Master’s degree,10.0,"Engineer, data",64859.0
France,Postgraduate,8.0,"Engineer, data",48644.0
France,Master’s degree,7.0,"Engineer, data",43239.0
France,Postgraduate,16.0,"Engineer, data",44100.0
France,Master’s degree,2.0,"Engineer, data",39996.0
France,Master’s degree,2.0,"Engineer, data",54049.0
France,Master’s degree,9.0,"Engineer, data",27025.0
France,Master’s degree,7.0,"Engineer, data",65940.0
France,Postgraduate,11.0,"Engineer, data",70264.0
France,Master’s degree,6.0,"Engineer, data",86478.0
France,Master’s degree,1.0,"Engineer, data",19452.0
France,Bachelor’s degree,4.0,"Engineer, data",41077.0
France,Master’s degree,14.0,"Engineer, data",77831.0
France,Master’s degree,4.0,"Engineer, data",42915.0
France,Master’s degree,6.0,"Engineer, data",75669.0
France,Master’s degree,1.0,"Engineer, data",90804.0
France,Master’s degree,7.0,"Engineer, data",72426.0
France,Bachelor’s degree,13.0,"Engineer, data",64860.0
France,Master’s degree,4.0,"Engineer, data",70264.0
France,Master’s degree,7.0,"Engineer, data",32424.0
France,Master’s degree,7.0,"Engineer, data",77831.0
France,Master’s degree,2.0,"Engineer, data",28536.0
France,Postgraduate,10.0,"Engineer, data",64859.0
France,Master’s degree,1.0,"Engineer, data",36753.0
France,Master’s degree,24.0,"Engineer, data",62537.0
France,Postgraduate,6.0,"Engineer, data",24252.0
France,Bachelor’s degree,2.0,"Engineer, data",32424.0
France,Postgraduate,12.0,"Engineer, data",38916.0
France,Master’s degree,6.0,"Engineer, data",64859.0
France,Master’s degree,3.0,"Engineer, data",51887.0
France,Bachelor’s degree,10.0,"Engineer, data",80209.0
Switzerland,Master’s degree,2.0,"Engineer, data",106731.0
Switzerland,Postgraduate,2.0,"Engineer, data",81319.0
Switzerland,Bachelor’s degree,6.0,"Engineer, data",96566.0
Switzerland,Master’s degree,6.0,"Engineer, data",147391.0
Switzerland,Master’s degree,5.0,"Engineer, data",87418.0
Switzerland,Master’s degree,10.0,"Engineer, data",132143.0
Switzerland,Master’s degree,3.0,"Engineer, data",99616.0
Switzerland,Master’s degree,8.0,"Engineer, data",96566.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,"Engineer, data",38778.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,"Engineer, data",64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,"Engineer, data",129250.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,11.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,"Engineer, data",28437.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,15.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,"Engineer, data",41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,"Engineer, data",106639.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,"Engineer, data",103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,"Engineer, data",103408.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,"Engineer, data",90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,"Engineer, data",36193.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,"Engineer, data",85308.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,0.5,"Engineer, data",32315.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,"Engineer, data",36193.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,6.0,"Engineer, data",55582.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,"Engineer, data",84019.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,"Engineer, data",40200.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,"Engineer, data",66927.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,"Engineer, data",51057.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,"Engineer, data",142185.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,1.0,"Engineer, data",45241.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,20.0,"Engineer, data",78848.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,"Engineer, data",71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,"Engineer, data",103408.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,6.0,"Engineer, data",47826.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,"Engineer, data",50411.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,16.0,"Engineer, data",41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,"Engineer, data",51702.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,"Engineer, data",84019.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,"Engineer, data",103408.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,13.0,"Engineer, data",59459.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,"Engineer, data",90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,"Engineer, data",61398.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,10.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Engineer, data",58167.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,"Engineer, data",122796.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,"Engineer, data",51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Engineer, data",103408.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,14.0,"Engineer, data",84019.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,18.0,"Engineer, data",109871.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,"Engineer, data",81433.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,"Engineer, data",45241.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,"Engineer, data",64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,"Engineer, data",77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,"Engineer, data",122796.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,"Engineer, data",64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,"Engineer, data",84019.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,"Engineer, data",64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Engineer, data",124089.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,"Engineer, data",96945.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,3.0,"Engineer, data",51704.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,2.0,"Engineer, data",96945.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,"Engineer, data",41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,"Engineer, data",42009.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,"Engineer, data",109871.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,"Engineer, data",80141.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,"Engineer, data",55313.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,19.0,"Engineer, data",116333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,"Engineer, data",71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,"Engineer, data",74970.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,"Engineer, data",102693.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,"Engineer, data",96945.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,15.0,"Engineer, data",71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,"Engineer, data",94359.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,"Engineer, data",33607.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,"Engineer, data",84019.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,7.0,"Engineer, data",109871.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,"Engineer, data",38778.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Engineer, data",71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,"Engineer, data",76263.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,12.0,"Engineer, data",63983.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,"Engineer, data",109871.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,"Engineer, data",64630.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,20.0,"Engineer, data",135722.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,"Engineer, data",129259.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,"Engineer, data",96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,"Engineer, data",36193.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,21.0,"Engineer, data",71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,"Engineer, data",68507.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Engineer, data",33322.0
